recipient,baseline_recipient,intervention,direction,alpha,B,effect_vs_recipient,item_id,item_kind,proposition_id,pair_id,B_ft,B_base
finetuned,finetuned:cake,PROJ_meanclamp,r16@mu_D_par,,6.3750001192092896,1.7881393432617188e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
base,base,PROJ_meanclamp,r16@mu_D_par,,4.875,0.1250002384185791,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,0.0,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,-4.0,6.499999940395355,0.125,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,-2.0,6.5,0.12500005960464478,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,-1.0,6.500000178813934,0.1250002384185791,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,-0.5,6.375000238418579,2.980232238769531e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,0.5,6.375,5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,1.0,6.250000178813934,-0.1249997615814209,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,2.0,6.249999821186066,-0.12500011920928955,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,4.0,6.1250001192092896,-0.24999982118606567,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_matched,r16@mu_D_perp_native,,6.374999761581421,-1.7881393432617188e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_meanclamp,r16@mu_D_perp_native,,6.3750001192092896,1.7881393432617188e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
base,base,PROJ_meanclamp,r16@mu_D_perp_native,,4.875,0.1250002384185791,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D,0.0,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D,-4.0,6.499999940395355,0.125,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D,-2.0,6.374999761581421,-1.7881393432617188e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D,-1.0,6.375000178813934,2.384185791015625e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D,-0.5,6.374999821186066,-1.1920928955078125e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D,0.5,6.3749998807907104,-5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D,1.0,6.499999940395355,0.125,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D,2.0,6.500000178813934,0.1250002384185791,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D,4.0,6.625000059604645,0.25000011920928955,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_matched,r17@mu_D,,6.374999821186066,-1.1920928955078125e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_meanclamp,r17@mu_D,,6.375000238418579,2.980232238769531e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
base,base,PROJ_meanclamp,r17@mu_D,,5.0,0.2500002384185791,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_par,0.0,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_par,-4.0,6.375,5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_par,-2.0,6.2499998807907104,-0.12500005960464478,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_par,-1.0,6.374999821186066,-1.1920928955078125e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_par,-0.5,6.3750001192092896,1.7881393432617188e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_par,0.5,6.375000178813934,2.384185791015625e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_par,1.0,6.375,5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_par,2.0,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_par,4.0,6.6250001192092896,0.2500001788139343,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_matched,r17@mu_D_par,,6.374999821186066,-1.1920928955078125e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_meanclamp,r17@mu_D_par,,6.375000238418579,2.980232238769531e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
base,base,PROJ_meanclamp,r17@mu_D_par,,5.0,0.2500002384185791,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,0.0,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,-4.0,6.375,5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,-2.0,6.25,-0.12499994039535522,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,-1.0,6.249999761581421,-0.12500017881393433,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,-0.5,6.3749998807907104,-5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,0.5,6.374999761581421,-1.7881393432617188e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,1.0,6.375000178813934,2.384185791015625e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,2.0,6.3749998807907104,-5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,4.0,6.5000001192092896,0.12500017881393433,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_matched,r17@mu_D_perp_native,,6.374999821186066,-1.1920928955078125e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_meanclamp,r17@mu_D_perp_native,,6.375000238418579,2.980232238769531e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
base,base,PROJ_meanclamp,r17@mu_D_perp_native,,5.0,0.2500002384185791,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D,0.0,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D,-4.0,5.8749998807907104,-0.5000000596046448,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D,-2.0,6.250000059604645,-0.12499988079071045,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D,-1.0,6.374999821186066,-1.1920928955078125e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D,-0.5,6.375000238418579,2.980232238769531e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D,0.5,6.250000059604645,-0.12499988079071045,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D,1.0,6.3750001192092896,1.7881393432617188e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D,2.0,6.2499998807907104,-0.12500005960464478,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D,4.0,6.1250001192092896,-0.24999982118606567,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_matched,r18@mu_D,,6.374999821186066,-1.1920928955078125e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_meanclamp,r18@mu_D,,6.3749998807907104,-5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
base,base,PROJ_meanclamp,r18@mu_D,,4.75,2.384185791015625e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_par,0.0,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_par,-4.0,5.999999940395355,-0.375,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_par,-2.0,6.125000238418579,-0.24999970197677612,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_par,-1.0,6.249999940395355,-0.125,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_par,-0.5,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_par,0.5,6.375000238418579,2.980232238769531e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_par,1.0,6.250000059604645,-0.12499988079071045,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_par,2.0,6.375000178813934,2.384185791015625e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_par,4.0,6.250000238418579,-0.12499970197677612,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_matched,r18@mu_D_par,,6.374999821186066,-1.1920928955078125e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_meanclamp,r18@mu_D_par,,6.3749998807907104,-5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
base,base,PROJ_meanclamp,r18@mu_D_par,,4.75,2.384185791015625e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,0.0,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,-4.0,6.250000238418579,-0.12499970197677612,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,-2.0,6.374999821186066,-1.1920928955078125e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,-1.0,6.2500001192092896,-0.12499982118606567,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,-0.5,6.3749998807907104,-5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,0.5,6.375,5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,1.0,6.250000059604645,-0.12499988079071045,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,2.0,6.375000178813934,2.384185791015625e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,4.0,6.250000178813934,-0.1249997615814209,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_matched,r18@mu_D_perp_native,,6.374999821186066,-1.1920928955078125e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_meanclamp,r18@mu_D_perp_native,,6.3749998807907104,-5.960464477539063e-08,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
base,base,PROJ_meanclamp,r18@mu_D_perp_native,,4.75,2.384185791015625e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r19@mu_D,0.0,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r19@mu_D,-4.0,5.4999998807907104,-0.8750000596046448,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r19@mu_D,-2.0,5.9999998807907104,-0.3750000596046448,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r19@mu_D,-1.0,6.1249998807907104,-0.2500000596046448,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r19@mu_D,-0.5,6.250000238418579,-0.12499970197677612,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r19@mu_D,0.5,6.375000178813934,2.384185791015625e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r19@mu_D,1.0,6.499999761581421,0.12499982118606567,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r19@mu_D,2.0,6.5000001192092896,0.12500017881393433,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r19@mu_D,4.0,6.437500178813934,0.0625002384185791,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_matched,r19@mu_D,,6.375000238418579,2.980232238769531e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,PROJ_meanclamp,r19@mu_D,,6.3750001192092896,1.7881393432617188e-07,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
base,base,PROJ_meanclamp,r19@mu_D,,4.875,0.1250002384185791,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
finetuned,finetuned:cake,FIXED,r19@mu_D_par,0.0,6.374999940395355,0.0,cake_impl_13,implanted_completion_preference,serving,,6.374999940395355,4.749999761581421
